median_house_value,predicted
217300,225423.9018794994
337500,246901.00673093818
268800,345342.602544745
196700,244522.24558311742
140400,206251.26515102963
101000,75724.37450963567
156400,201664.4447682051
315200,311985.88983348524
163500,50624.17349849803
320900,337677.6589123036
191900,197980.6874544078
341300,251848.21774661235
232500,258874.84925447716
121700,113687.36492716482
169300,113406.34930684911
329600,261048.8916700023
108900,65003.25020920957
500001,276880.77587343473
146400,124196.1377575144
395200,299516.5031924207
137500,194849.98982794498
128300,86834.21626086399
296400,280228.1913960879
342900,342468.36355378386
279100,271508.50893812464
266900,262316.51129222295
337500,270933.0298288602
286500,271610.6798190116
140600,171259.65743132416
188800,189075.48973835882
97300,201971.82473986453
113600,224258.60870732626
139100,119406.63192083771
255600,274242.5877186076
163500,141431.92459542633
405900,376394.2920618038
266400,291629.55675640114
87700,158549.39467387096
116700,129156.59068210864
232900,234475.75263595564
451300,313443.5640736459
129900,185827.30790279218
277300,272274.9280143231
135700,160365.34845629422
500001,475989.6144873523
212300,269796.007442297
137500,-196202.27171939355
306300,324402.8858888537
128100,139040.90103574787
151900,191854.71527968434
430900,300063.77515184483
105700,31254.42543293719
237300,279265.56517276703
450800,250259.64710602723
433000,334489.59170230565
332500,274863.3334523664
113500,128754.40502856717
229800,211265.4165639674
298800,354711.96084667486
48800,36005.17507811121
211400,239701.1477965744
290600,206979.6206661511
109300,150538.854642955
299300,299974.8389065126
204900,202478.9540820551
83100,96443.49941325921
151800,150644.68523869332
100000,150931.27119249752
362600,246352.64882127737
98300,130789.13472022038
219400,190492.52257144585
417800,359173.68723583745
405200,270828.9297805708
97200,167079.40538972773
325000,137242.71793344914
160400,200206.5924092308
500001,333580.0373150697
230700,225010.4579818867
167000,192469.79014016705
116300,187784.77440473155
203300,205194.4587087024
165800,139365.3371198239
69200,125890.15957701752
359900,329147.2347023107
500001,331121.43892995187
109700,9341.166415903106
164100,205631.52375387895
467600,551088.8604005395
241500,259339.8691072178
264900,229419.38788157608
85800,148825.31094912114
69400,152681.03773792705
500001,327982.91368818237
59400,56345.90765642097
216900,263621.88552008296
277600,310543.88898291084
99100,142663.29375095514
219900,243221.13808003915
143700,161629.69592813615
47500,167346.92632425865
174000,193230.42648518409
175400,243825.4280594661
351100,263036.0918193136
268200,203423.47989141167
500001,374679.26981358294
127900,239721.57177657785
195500,232698.5485911501
220000,188214.89209051226
170400,159063.32667755894
296200,248569.20741757998
314900,235903.36028918126
334400,270642.1661581553
152800,193204.53268243413
238000,225162.21361905
240800,268276.8709194257
52500,66271.79787415884
159100,223948.03512298
357400,279826.56352102547
323800,227430.14328816376
416900,321794.30525950075
280000,226890.01314731114
143100,192564.69484693985
162500,13775.676784377727
58300,25058.34279270549
288100,277960.15450990037
407000,346927.70617501735
124900,164073.63708746625
261900,237301.8130951542
216700,221290.13786588196
201200,148052.9088524431
157600,138387.92045060947
203700,300498.0073185315
176000,231558.82012768617
165000,178855.7086837416
257900,286810.04321815295
422700,380469.0543524405
141100,213101.61267683047
109700,171954.10342070475
163200,211242.48672963234
164200,95360.79250922313
141800,129946.12964865273
111400,117700.61387703844
411300,260384.96369311106
67900,157347.11076105933
236200,210105.13457144523
177700,145153.0303060202
187500,229431.7935336459
187500,211428.9750639714
147500,134634.86451906787
287800,307795.5198802682
58200,109824.7913183235
287200,345317.6456951114
186400,207449.8993070771
192700,207275.25826846255
289500,295032.8801147428
227900,267706.8944199566
83700,132992.17595112522
281300,276607.5092675428
286500,214481.79941963207
274600,281817.9357800081
163900,170825.2536087574
145200,190562.99091234204
102000,172281.31385003898
137300,198709.95671662223
77400,105996.70461830954
288000,320468.80550276174
131500,179721.60738201832
68400,120662.16085191892
169600,250011.0192561399
104000,108071.39585561359
347400,286922.2266017806
229200,164833.04187957547
121500,121465.85401157007
198800,192361.12710154327
87500,159399.20851728023
116000,112397.95968763532
55900,12885.471543358173
238000,285721.62362088216
187300,209808.4450700599
500001,179655.4374060972
500001,365343.6858715203
304800,244271.4900513449
111100,92182.35218152904
239500,259194.30973272835
108200,121218.72426835593
158100,187262.25353129377
186400,282279.3647001155
94900,129092.94997489879
62900,96392.5889219606
500001,470673.1213275965
400000,301753.9323576713
112500,201222.57525625348
226100,279596.9988016349
72300,128716.98543875727
500001,469553.40222517174
129700,182451.6774405776
104000,117741.40990757359
348200,350590.19435909024
187500,117825.64501947955
274600,273751.16699802154
176700,189997.171547849
87800,180480.04033698907
44700,44204.87393195792
77700,105046.71489373659
248900,237990.1180863985
104100,164257.24021641037
99600,128087.80111226015
268000,189091.57935847522
268500,287713.60730925674
500001,559078.4279527508
141300,226042.57022555414
295100,301791.64532780903
212500,138579.08279292574
140600,189617.03689608857
159200,227578.86130251017
99200,110042.8830836737
50000,116617.02420362504
396400,331203.18511786766
354300,337564.03803924436
500001,211988.79633591912
118500,125453.7966567837
146000,174598.01406054286
148800,168726.22184868687
382100,302349.0950355851
250000,202671.3143834403
347700,187182.550129165
144600,199076.84265017582
181300,216061.25116096155
500001,284375.35708269477
89600,114325.38768978715
160600,167577.42299973115
79300,52099.000491591745
151700,117587.91053606165
489600,206774.9456221452
258300,63948.037312516535
500001,341911.00997110945
311200,312649.8241594182
73500,91624.21630186762
82500,109217.23292643712
155600,163583.4122311825
94600,120073.11689538836
70500,105043.0790894084
104400,136719.38166418317
354000,349763.6532840512
77000,136052.26806110155
157700,161215.65591914117
174000,192725.16881733906
123200,69125.83015962657
301600,150188.35194497847
207500,259747.9734952345
281200,289180.3708074951
93700,163423.49655069032
162500,2356.490261690007
119000,88193.37911632626
294500,288674.38314050244
103700,75162.43516580178
120800,144538.98345279772
46900,167242.7096344122
500001,483059.5663015443
163800,219077.01119399507
362500,291110.5086652778
135700,175102.47082040904
143800,97151.45953237399
134700,181304.0095800358
236200,270926.6684414869
163200,198016.97129878373
243800,267072.9605988812
335200,391493.1807419782
500001,482171.3472064035
247300,243112.38666931816
75900,110198.03459764125
111800,216662.36658332893
51900,81382.67359181444
463500,330602.2650083022
352800,235375.61132793454
127200,92345.25426173772
225000,289530.7706167761
239400,174403.1040976774
58000,56748.625878606734
142200,162310.5189859225
500001,657268.2222357686
60000,87321.65295300755
248100,141161.15158153744
153800,196438.2156965428
159800,194930.10695239902
150400,156549.59753944862
403000,347593.938264477
289500,236683.55333006772
174000,186709.39596211974
233000,213161.20666043396
347700,316444.2874990655
196900,238901.8436791606
485300,288107.29961549956
131000,182856.72072324628
130600,137166.64130688936
139400,156161.46980235178
158800,193224.19424477502
500001,348994.4507710665
186900,186745.27303775284
308900,228182.94998546378
65000,102999.07086978578
142900,165886.77833214082
48100,-21465.731594566692
147100,210890.49811959587
358500,291363.1486191362
174200,179914.6157733418
206100,188723.93310812314
444100,359017.97467561206
327300,214725.46950764576
248700,227114.59781454815
65600,113709.39983209006
306300,232734.1330860761
500001,598617.2586337987
86400,157715.1383945911
240000,243832.36590442885
158500,169808.48924200397
83300,145227.70550461733
261600,249908.80159596106
337800,283290.2958835102
113800,61691.325172184195
500001,611218.57267043
121000,169033.97405666902
243600,246037.66870127904
218200,288239.1467608694
69100,121241.38223002473
143100,173079.58779314044
120800,149743.468613508
214600,229014.70967204712
138800,181441.9758227198
190500,234318.67922456178
249100,237439.31257125945
42100,67470.52698484664
90000,158838.9293712446
134700,219791.98441205488
500001,422835.3884849982
257500,279593.38335157797
110700,168267.79758006436
126400,155432.7150029169
47100,77334.24234516747
126800,187189.94442299567
425000,271153.59155369306
64600,69800.2820448422
278300,309435.70306094
225000,189436.74440840885
156900,181588.92065680996
137500,226167.12038411785
95500,121895.82731953559
75100,134466.14694685716
339300,268184.38040175504
165900,219211.41653896443
81000,129912.44169151822
93800,165810.16815319064
100000,124654.64259711176
336100,296416.02414265205
135400,224659.72574479587
292000,314000.4535490769
125700,188527.60555005638
500001,388998.5542796722
254100,253832.2002177405
130600,200566.19264331766
148100,178305.13846633153
72200,92913.26101206653
158600,300487.4536406741
225000,226157.72177686845
350000,408907.95234310254
500001,315913.5080304434
44000,8666.8748044885
45000,64072.97696367082
123800,175377.10154129553
389700,341689.96116845467
165600,278872.30570806214
62500,160760.81920080588
299400,296312.7735278737
483800,327948.0948373253
97700,138063.78608231168
97800,117461.98113966202
178500,211136.3260855291
157100,257795.01211063346
136700,227994.17291090402
150000,177301.68098019267
361300,259767.92531379472
112500,154007.8544119154
212400,255228.6792767495
75800,22254.49099020686
75000,161999.48165939195
214900,262269.66629313526
290100,286197.98156549723
237500,178555.0159566417
118500,182153.42590183773
146900,161250.1449277493
193000,284791.22830842785
206400,124963.76921832524
338900,249815.09789743123
168300,226290.0752233566
282900,305221.09672065056
75500,127476.8932013185
198000,201486.8654716054
132600,191422.8263130291
425000,201529.10170513391
331800,261060.48455091345
284000,278161.9211309556
174500,235899.67697705995
375000,226383.53916051902
254000,165638.70163049042
162800,147828.2847143346
114300,171436.67128142383
209900,214353.8234376899
115000,218607.89421100693
219900,225169.11358143354
111800,152603.5684579439
140800,194329.58075385695
156700,227072.54809879715
95900,176600.70310765394
242300,267772.794683198
136800,171949.9593704394
239500,215276.63335469458
174800,192097.51219292314
250000,212056.11488743353
140200,242437.9737579062
418400,327556.4982426452
500001,423579.18694660143
116300,91137.27271986716
169800,261565.3642448543
86900,106647.07612811349
281800,279394.02302448277
183300,229079.4760094851
141600,193037.23787949592
87000,173992.16250225416
212100,237412.85963916781
61400,102388.82443856931
500001,505888.0907255622
47100,83210.79176098818
256000,273497.6801749227
331300,245294.22169734535
122500,159869.31429102045
302900,297679.11383186386
160100,181641.5655581472
245300,217488.3227460171
231900,284788.4384891541
67500,88126.60282044695
126600,157269.61530308574
206900,261133.36273721495
143200,194151.5289985279
67500,61937.06167221768
314100,301967.89556095004
154300,140124.49590683455
58600,-7794.5499763296975
349000,249527.76393749935
114200,179194.87058517698
142700,178123.24309894248
97400,176133.8229425741
500001,224590.7111289236
301100,220531.27309170857
172500,209737.02487967984
148200,146850.15003800023
91800,142860.362014213
94500,44607.96761614173
156500,134388.19187213192
208300,163633.3755201809
138100,168643.18661452326
159000,193638.37364700492
236800,225636.21042913475
116100,181280.879304288
219300,254306.36483263614
97900,87725.44677378632
450000,118565.9474830894
345400,309191.7900767864
302600,193521.43205610567
231000,202736.86903247685
162500,21771.998094319828
102700,156260.28631019272
61200,52391.04127821005
500001,364886.07082619227
289600,278894.8305379964
319800,330504.95222711534
203200,228456.99717635897
127300,163799.19796894502
51000,79606.24733109953
156500,121482.64625884076
106400,212648.8885433706
126700,80190.8816128306
59800,53522.866761221536
92800,151557.74022938387
273400,297722.93019298837
324400,168996.19552968614
209500,284931.59623555676
115100,116468.99781867204
57500,65548.65201256023
320000,197893.40179641586
137500,164666.95587910915
137500,133836.31240199367
381000,300116.59827894135
98700,88873.62698363194
242400,250152.0810354951
223800,210917.99481714558
95800,39848.38779813185
270600,302160.4016622334
150200,231186.61604940446
168600,161809.33748748762
133200,219185.84410497846
155800,177181.40598064003
298200,263430.68834277254
163300,186210.68260444258
126400,140070.1680240397
425000,255946.7339196804
198300,231025.39718812448
163900,181026.58059080667
78800,168878.42521096347
183900,178093.83237687335
191800,262360.27165128535
171900,128890.81670861933
158900,183024.69215989823
244400,282005.66854793916
229100,288993.7974067293
94100,74192.23855202863
160000,115019.98294555051
272900,245549.6275698374
311500,322591.88339512976
316000,344350.7209643696
14999,-14052.151960880059
185300,244007.2532866312
180600,225331.66485015678
255700,276674.331633153
216800,259755.6504738278
222000,244315.90954651148
400000,262740.34200090595
214000,214603.60274093098
214300,145455.8636075784
442700,266126.88832882064
63100,103069.26783962868
92300,116088.48459992229
127300,112801.3928622789
94600,180745.08484232792
157800,205390.9195950166
230900,237747.3806030075
257600,262326.68142545014
187500,301623.11887366866
275000,367121.4873763549
221000,272574.8876926841
174100,222973.13263248515
139300,162261.38914090657
500000,266829.5213667711
51700,51199.0116597463
172600,208263.8957157442
169400,151487.5888530325
71800,129133.96967886551
164100,157277.205315192
82700,134909.55755905242
389500,314460.15973108244
75800,133391.11963342567
168800,281870.1080523421
104800,109492.00296123358
99200,144684.10379875032
328900,306657.60311941104
187500,139445.3314463379
186700,167328.3616954934
103100,74482.4914784978
214500,216210.88885801443
150400,177828.61900516716
158300,161125.59965889808
119300,192837.33548274863
331400,334993.33100313204
166100,183490.9429570718
237000,208868.0560264215
224100,352509.13383920334
130400,188822.4133054933
339800,306199.5256969929
157500,244375.19331735643
277500,275772.4118286011
261000,276014.0019516526
174500,271807.01725162007
103100,113378.06667986457
217600,258134.49345073858
189600,167116.6757879073
247900,294839.2710229815
160100,223077.98584683772
82800,172100.3409406681
132200,119875.20349349841
90300,124091.77686676107
220600,246217.664751998
335000,252983.43987463397
125500,185766.07473909153
282100,250709.99906723868
170600,166491.45711845977
109400,174411.02703848283
233000,196833.7406888667
500001,279249.1085038445
361500,328119.43681742233
236100,290258.81790258875
248200,245741.32139437727
500001,306898.43587646575
94600,155063.02528420338
341700,260075.92527082347
162500,55986.3844165856
164400,157760.15504074527
194300,255206.72243512518
68100,114918.66653612647
68900,56387.486873064554
79200,106762.37355660458
211300,275290.46461829834
362700,355721.4622182683
157500,147366.51369811932
161300,148628.82643880832
87000,150970.29949031337
194100,217239.41370271635
170800,241423.183804272
65000,83687.17778324349
90000,164195.40699952233
226800,256932.93969225272
213100,227898.81790515894
100300,114392.38268318918
257300,206234.86499766636
142400,177818.66778727592
386400,258708.96539573174
217100,248781.27449152016
157600,173394.7241977972
319000,241284.84882189537
118200,172065.77768248142
296200,274356.45004679967
92400,153520.41152822122
162500,128858.72172667767
134100,239931.18061717568
100000,103220.72572975962
120700,140854.68130261684
500001,453556.254622657
148800,194672.33904232818
120100,149268.72097932323
495600,431446.7961601189
126400,176248.86433951705
200600,195533.72772724222
138200,138019.97414277657
335300,251340.08546142033
188000,227038.4851136466
433300,320818.99782893155
357200,331334.85007023654
217100,165785.48575946654
315500,345469.727829858
112500,111431.44879963298
244900,297404.34420648136
166500,198870.91286278347
209500,205733.03378345727
146800,115502.57557425421
112500,150448.6620298621
114800,152713.64475238993
81300,67688.88928617275
185300,250149.19884828362
276100,221719.75161662977
354700,340646.79804952024
43100,65396.43677207453
335000,261948.4536384911
90500,99039.56980393562
112000,93688.85378292456
376600,309799.362168769
220600,192883.87133000646
81100,21865.706539509963
236800,278417.1621985006
198200,205005.3025944015
125000,9520.62663420121
91100,108396.4444931764
301700,212398.6264177998
65900,88427.95042637888
300000,192910.92405827885
201000,250163.69768975646
144200,150054.90320202592
250000,149734.24980828873
224900,256392.91251822002
143900,219444.4575432395
272200,260728.47713456888
101200,130011.24818394094
150500,146678.9175779955
61700,76430.3707647562
381900,299740.77741014125
216500,227855.12622792792
204500,254535.96569418095
166100,78424.606326582
368500,285585.0081604667
100000,80783.65729047319
259400,269283.55502126855
201700,192103.09225837447
178000,255392.83470898357
307100,226863.65460930998
452300,315991.9084026709
145900,131289.33994688198
225000,131895.83712990722
148200,187960.2206045505
413900,309720.87072088185
80400,130086.41147112087
169400,213442.2349091243
476300,311280.20752349414
116000,129499.86315775831
168800,223579.41963182454
394300,334677.7931906931
153600,130007.79531716452
438400,341135.82124239486
249100,199809.12035158495
188000,240777.30948952958
79400,207427.11898800303
500001,300350.07091338944
194200,258598.44197760685
51300,32949.43363784694
137500,165943.26203397685
81000,88610.42933799056
118500,153105.51397474384
128700,140722.21534968624
86800,110733.90035073283
500001,224059.60753988702
130300,94120.8794538246
335600,258198.21430105783
271700,307136.6093137519
92600,127603.02904123203
115800,193306.33216231043
332800,265614.20838766464
184700,240928.5354661683
101600,143152.25353368968
500000,243316.38528894962
69600,76870.10289543311
58800,46194.135306793076
258000,234994.72735863872
500001,545470.7651464234
87100,184164.05412842418
61900,41275.982760674386
183700,184060.48682696457
185000,250085.11405342908
241600,248578.26712984953
147200,133876.68926193187
375000,248139.9580428699
91600,100478.74698713982
288100,259363.1934272618
58900,57957.54330416313
125700,179637.26257412636
357300,265407.48502402776
397000,375918.67118483543
93600,159585.4911406149
260600,359743.1634255486
208400,233740.03410730333
393200,358171.2837806652
95400,127413.08307763262
352400,222123.7164361948
149000,197155.2402802742
112500,130443.38960925168
87500,131887.65108871428
150000,163300.68259080683
244900,330060.01664828724
397500,313735.3040346984
86600,78569.213038566
178700,152616.8259446892
160200,179018.21488178027
400000,281265.30968891777
67300,107013.90450467067
293800,226442.49931739926
142500,175602.44495901215
87700,158025.57297975244
303300,247398.8801104963
457300,292229.3674124322
134400,162885.1129834277
303100,254824.66386270922
178100,231916.71051945945
147800,250871.45427895978
97500,114279.76570382388
113400,160261.38934536898
147000,185857.13231832354
116700,67010.72385106841
500001,321531.5689848657
211300,198043.27377231707
228500,227970.40628327784
280200,303263.5285637291
228000,304681.63335931
265500,231002.10193191908
500001,235408.2784496075
58000,44955.909549175485
92000,165725.83354309865
103300,92988.68319525849
225000,190822.95174273598
192800,259870.6308974824
99300,144416.86125416725
119400,150489.06225273703
158300,166243.88151205055
218400,181654.7427391981
314100,272537.8384584718
120800,185476.25384689748
320500,309005.23279703
96000,123097.26304077166
241500,225551.01886849062
189600,209248.1528352978
276800,254342.62580329916
134000,55299.01555528723
130900,123359.91999061436
284800,194063.7399077302
162500,128380.25073201559
150500,203381.1044339865
55000,82490.41822906077
213100,208341.44960591194
235000,247388.13873066448
263200,218214.09540297516
300500,218122.95843190604
125000,94770.4175336855
43800,82133.69848967707
500001,409686.50303238916
420000,259030.75765783055
156300,135451.85659133462
69900,117551.63623215575
417600,196753.85891758717
187700,238527.63226575643
287500,242436.1966888387
96400,99201.89825912428
331000,297856.8162989181
78200,145913.627561941
133300,170959.9179825069
346700,272261.8984292331
142900,129443.18583040395
131100,181279.48780918075
114000,195025.37090800004
141100,186195.09324348677
117200,131910.00352328594
409700,311849.70877890266
196500,201662.34142549988
212700,239459.09299125097
179600,187883.0327674719
165300,210870.91198365332
232300,254842.65871775997
166500,222829.51635864322
331000,297005.0879511485
88300,124160.57277673461
271100,275560.53404664504
56000,69066.9125907956
210700,207217.07366036647
122700,233360.8282779376
196700,210286.83692056558
175000,214304.7993068589
227300,320500.84845672105
95000,155941.55240004708
87300,56748.035674620114
110900,195327.40048517505
225000,187997.77437055513
202000,183433.85773218132
339400,221574.63569940848
288100,341274.6278189529
97700,50550.47947976882
187500,107684.75651572322
61200,60899.777183471146
142200,177004.96337802225
137500,208721.0963090232
78400,91321.15893657235
273100,287775.11925128335
253000,287240.7000019627
256300,315545.6295872086
151500,149535.29617666246
177800,269470.7111993466
150000,187265.81799826626
153300,168674.12350571534
151400,170812.08471537745
138500,209738.82203412644
221300,235058.4054420782
237200,178221.7339952229
262500,220657.49799410673
231000,259360.57223752508
194400,189798.15540965827
84300,171062.30253248237
182600,225791.77051464288
146400,191750.6720748065
142500,88412.88488695095
194500,196860.35600246445
165000,204554.2335691262
61000,65875.2266707784
118500,167793.19851251983
243200,285791.1577620902
129700,124065.04038068204
135300,204693.20598225092
154200,121036.44998910898
216100,185549.53066860823
144000,177810.7746747065
103300,208132.9742903441
227900,251085.1551618113
184000,187321.80304988095
93800,75088.6057704337
405400,229687.9193080756
127900,169027.25251544727
335100,325917.151323932
48600,94343.35025881833
127100,165023.0946020226
213900,298455.9916828817
67200,80141.83587706472
210900,212225.67593754907
500001,407141.9784778601
312500,245114.6783622417
349600,271763.68389058794
233100,178937.98922458035
261800,217005.47444179194
139000,228610.3648851106
377200,192109.6057628318
76400,106304.7371027643
329600,232848.72967711347
220000,271961.55204672774
225900,211408.1576663605
220500,203947.03915083501
55100,112208.31101789944
204000,250048.09658104094
150000,164674.01793703804
162500,119739.8775276015
216700,272531.9665512274
124700,126548.05005654253
191700,119675.2339435445
71500,130120.63547801762
217100,261541.5617781667
201400,184575.190730917
229400,238666.24265309406
160200,161655.1596632173
146800,205993.32226782417
143300,181875.13907892117
215600,266218.74690031365
172300,170195.9883936092
170700,178902.81689919942
192000,232459.12596211449
144800,174904.56688199556
69700,116707.4017178541
402900,333294.6369297727
133500,247079.68685094162
183100,162822.8729394414
213100,246547.01576226324
283200,510636.8297683892
121600,142524.86605515337
73800,145364.5860174051
73400,117694.84948020036
500001,547459.4353707435
178300,193398.73800176487
175000,121727.33289878063
243800,216277.66435948556
196000,194961.06769386007
100100,79274.54821910191
320600,221363.75718688086
83400,146462.19193322977
183400,218422.8149703322
190100,242188.46189670116
153200,169331.36836346862
312000,305267.48037345626
139000,127672.2974186262
178300,217014.27612326175
53400,109344.41726641454
365600,258867.70520879337
276500,302488.98322625976
145900,205558.54347331263
160200,184744.79256977243
190700,224714.4076952997
195000,234468.46412078207
55000,48913.701744953294
108100,161960.37898959307
271400,174058.85301309038
112500,173464.57589740795
123100,94076.53145661479
76000,141852.33821022854
56500,103826.48564172801
85200,111413.72180259749
135200,103987.12135982462
225000,146085.16879298937
500001,387254.4717628945
117500,201605.04776099682
500001,307760.6509047701
278300,293251.66921082255
316700,258833.68571603537
107600,162438.70989293195
126100,185370.93541082894
72700,103586.28267515489
171400,161430.0014262539
301100,260130.00688823103
113900,194273.6736316389
226300,299827.01362596004
100000,148363.93861025627
162500,76572.19493192126
212600,266991.3400813003
37500,193000.72117798732
226000,247256.46253709684
99600,171582.80279993426
143400,139484.24224490806
111200,46495.67131931796
159500,165866.47225531333
67800,95598.91170429031
259600,272487.7044819358
226500,210212.09329170245
117900,178032.7131582907
452800,273674.60553181235
362400,300037.9991482432
500001,352636.3137190427
87100,139620.73045168456
219000,243223.96332730155
111400,187895.16729418735
400000,247314.0244026746
175900,197283.71293577444
140300,196053.8215017083
162500,214247.13366462392
135600,174360.05987609204
180400,193869.00181797345
291400,256202.33426622403
285200,267758.0415436964
97600,147947.30885281015
103100,160498.4854978493
500001,668208.6127031496
92000,81130.2274876535
284100,309549.0814096059
331600,307270.9038220915
150000,123971.8593773804
271900,291754.8330219096
87500,157995.881940196
92700,176280.71004421747
336100,319433.4121877691
110300,160416.47498383163
84700,155867.03913182448
403700,272827.5391324278
212800,131842.75086608325
275000,324052.4761678375
357300,407513.18326651386
364200,240860.1247734685
225000,372182.3397731349
149300,148268.27517736098
383100,344566.4181515372
333100,317604.75932271313
139100,197941.50395056425
78000,118543.0947090889
249100,185432.55555781387
107800,1243.4161962673097
500001,374729.95215338556
59100,64672.49142390907
215000,233409.89543204533
225000,196690.9671178969
153300,62504.983451065826
358800,304026.3375922311
259800,275455.52840688697
82200,127760.2394648346
112200,182562.44184835828
475000,186556.16302867146
197300,236165.04171671002
419200,416667.9847873562
236700,301831.27813776897
240300,247751.6392603274
112900,132452.28708631292
68300,105080.58978977242
91400,117023.48555632672
170100,193078.81347606017
305200,278728.8933658166
134700,129569.17859575774
180700,199251.88632954532
76300,130315.33715497181
314000,371885.8906510021
152400,210197.91213362178
500001,677789.6220711753
95800,162312.88093208033
144000,196682.99215996236
405800,337148.1476323714
500001,496606.59907923377
300000,198296.90623348753
112100,108560.3696116749
225000,213237.93602885073
345800,256626.62027195087
97100,40847.318138678165
204200,259186.7843444079
140600,154459.6932282697
217800,276527.79412723356
162900,203394.96494819492
162200,192525.31919999255
61900,87096.45919348266
57000,88522.32223772924
480100,331051.8346738448
161200,188097.10954108156
500001,521050.61933093827
56700,11898.331484526643
268200,267070.52709807944
331000,246679.74388634542
360000,168413.88201428112
101000,187962.84396888193
58100,90115.81282686499
186200,237977.07876295538
349100,270462.6227013233
264300,244943.8393600026
230800,170378.71574563475
178100,230364.7552756908
254200,308621.6562148178
500001,522374.6629228329
195700,234407.9435859976
382400,297344.25200405635
122200,122813.87423100165
346800,350577.83101627615
112500,130624.76939928113
54400,64656.419630852186
129300,217079.2011204205
84200,125234.93393356827
174300,186498.99018931726
191900,156716.86441867021
350000,249549.18333499337
500001,363644.4795393585
185700,148672.71881301864
201000,226164.66632970766
84700,138173.42970577197
159400,156960.52659088792
387000,226691.40811511964
108000,101551.19509381568
371700,257683.85647234807
315600,277042.79730108485
243400,281457.0730986858
238700,280788.60196831607
500000,242489.83434327753
151900,180249.63040746396
235600,273398.5802018717
84200,164203.39582522417
271500,316211.8748024014
289400,318247.4537266585
137900,74974.08047328277
435200,255163.55534269765
277600,362330.5423438553
350000,163574.61666135065
107800,102129.62121742697
53000,106240.2892116281
158700,207105.4539169779
151700,181324.6635387798
92700,124580.51637749838
500001,399589.4571566639
126600,169536.70765053265
245600,289819.03317450365
198500,220518.94914019306
85900,104463.20878711248
187200,244997.05886658488
360900,359080.23112326715
161200,199351.88383094204
49800,99693.4279253977
366300,323375.48762165604
89500,82423.51651726085
237500,254585.09816288922
405400,325436.49474371155
203400,225541.40191238254
243600,253513.13172155607
241400,263036.1901328843
275000,304097.575511273
22500,149852.05853060703
500001,368802.0351650586
143300,185489.00856023023
353200,220650.75418921324
261800,315256.0015673059
293900,286440.5165609346
224000,214016.19983565735
201500,253724.64371215424
262500,186016.16068224685
187500,103529.31522183948
243400,261371.3521323516
270500,287684.8852359288
308800,343083.1499870076
284100,278189.8799911675
500001,676277.4468434383
434400,264096.9329663069
95600,105734.57676387897
241500,274605.68210195424
500001,514485.0446862532
500001,294347.627191895
322900,244535.2696967778
259900,262471.51774918486
137500,168595.24032934997
404500,229846.4320593936
111200,131102.00927067996
113500,167065.87595575096
500001,466270.78241903265
393800,279667.8407134372
200000,199695.76991471584
170900,173286.01084393653
282300,148365.10509846418
101600,108955.12487741158
168900,216692.55687490365
112500,126574.3812169543
217700,241315.03539790405
131500,188713.36628843597
148500,64048.88961961283
340500,275340.5788256891
213200,250008.03939435884
346200,334878.514713376
157300,153985.98534224695
133300,188022.9445331894
204000,281734.8874279434
299600,314449.19341402856
263600,296959.7609592839
84200,151453.9912499584
87500,111758.27740178724
145800,166491.75779740053
347800,380837.11346856295
146400,195340.3234502457
97500,145643.0835258062
247800,222745.53855344089
192100,177079.02898805722
179100,203695.1994950006
119800,142416.84101377954
161900,235044.53703557953
500001,321251.7877297441
53300,54219.5471821025
98600,148601.1678591891
129700,161197.05573277923
153100,156038.37774027433
225000,8440.208175295033
359100,280387.3690541941
416700,558721.1910797334
130600,135821.9747986378
58800,98197.06146223421
500001,284773.2760369623
105100,127468.83731359662
227000,303009.29113268864
81900,137701.0981096438
275000,264226.0611519733
129700,175712.05330909975
427300,310866.8959158114
193800,215449.3553795227
89500,168491.64820076572
500001,203498.37640389564
440500,306104.81403464905
112500,153374.70488743126
94400,173582.80340345862
180700,251797.2532361917
187500,137272.77719230799
42700,63026.67343345541
283400,284672.7504387049
192300,233377.9611284402
144100,117810.97605887771
138900,85316.05390534458
334600,275383.2066611588
344200,233075.23111163563
83400,123882.16415643075
169000,160095.9217562795
197600,197569.87119148954
136100,63122.01032552062
353900,375998.48494444555
124600,173978.30077500266
192300,248962.01854086452
165800,214194.3440508944
73800,220255.91176355485
285400,303997.577745227
117700,136469.4760390427
267600,278593.61652407853
112900,133491.52382562586
306000,254016.2275983321
372000,322549.3427716007
335600,307981.61872021767
85100,96768.63268191868
184900,185337.84999272064
58000,74290.95728306973
273700,359375.72735107504
148100,231735.4552705596
500001,573692.7282026075
148400,254664.75773160416
137000,159333.30878149037
218200,247721.51150796734
178700,202666.79653487387
265000,226797.2075640805
113300,68810.84406959782
483700,355234.0696112703
122700,149283.13561339676
388100,365215.17185453826
141200,109717.06113291232
266700,230229.3910056071
133000,138273.7007977613
387200,193253.96103569583
261400,268567.84181783826
138500,127876.11545470855
99300,-6892.489467378939
189400,176131.8237840395
302700,257867.03452682632
212200,225280.0369050566
136500,216236.67296151264
63500,50866.69639020598
212500,231552.69016050358
51300,98505.88970150973
164000,139409.85667755557
193200,223764.94269297022
124400,95784.12566219218
207100,154646.53393594877
169300,161904.03633194114
452600,410853.5447868237
45600,50372.68397529813
350000,246778.87899236014
500001,363637.43824531505
136900,184421.48707072117
114700,130465.6878577729
